cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848963,0.000391,175.795487,1171.969911
II,0.801454,0.000369,165.957912,1106.386080
III,0.279652,0.000129,57.907867,386.052445
IV,0.135235,0.000062,28.003134,186.687559
