cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.834242,0.000020,8.800557,58.670378
II,0.790454,0.000019,8.338632,55.590879
III,0.298188,0.000007,3.145632,20.970882
IV,0.189490,0.000004,1.998964,13.326429
