proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8084,7621,2981,2078
2,10000,8191,7704,3104,2192
3,10000,8599,8217,2872,1579
4,10000,8599,8194,2955,1628
5,10000,8876,8552,2798,2101
6,10000,8889,8535,2833,2097
