cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.826304,0.002383,1072.233885,7148.225899
II,0.780647,0.002251,1012.988146,6753.254304
III,0.281141,0.000811,364.815859,2432.105730
IV,0.120296,0.000347,156.098704,1040.658028
