cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856893,0.000616,277.360900,1849.072665
II,0.810206,0.000583,262.249118,1748.327456
III,0.289476,0.000208,93.698283,624.655223
IV,0.140119,0.000101,45.354022,302.360147
