cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851594,0.000417,187.499516,1249.996774
II,0.810004,0.000396,178.342605,1188.950698
III,0.283472,0.000139,62.413461,416.089743
IV,0.138500,0.000068,30.494134,203.294225
