cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.842704,0.000848,381.585818,2543.905455
II,0.799697,0.000805,362.112129,2414.080861
III,0.277498,0.000279,125.654126,837.694171
IV,0.126336,0.000127,57.206516,381.376774
