process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,340.202993,2268.019956
pass_cut_i_bjet,818,809,868,851,897,903,292.405020,1949.366797
pass_cut_ii_met,777,766,845,827,873,880,284.347997,1895.653312
pass_cut_iii_same_sign_dilepton,312,302,290,285,255,250,97.939513,652.930086
pass_cut_iv_mll,243,228,185,194,202,209,64.556229,430.374860
pass_cut_i_bjet_frac,0.818000,0.809000,0.868000,0.851000,0.897000,0.903000,0.859502,0.859502
pass_cut_ii_met_frac,0.777000,0.766000,0.845000,0.827000,0.873000,0.880000,0.835819,0.835819
pass_cut_iii_same_sign_dilepton_frac,0.312000,0.302000,0.290000,0.285000,0.255000,0.250000,0.287886,0.287886
pass_cut_iv_mll_frac,0.243000,0.228000,0.185000,0.194000,0.202000,0.209000,0.189758,0.189758
