cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.859502,0.000650,292.405020,1949.366797
II,0.835819,0.000632,284.347997,1895.653312
III,0.287886,0.000218,97.939513,652.930086
IV,0.189758,0.000143,64.556229,430.374860
