cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.812878,0.000888,399.458511,2663.056742
II,0.766935,0.000838,376.881554,2512.543695
III,0.272554,0.000298,133.936652,892.911014
IV,0.127938,0.000140,62.870439,419.136258
