proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8068,7614,2879,2042
2,10000,8143,7685,3107,2171
3,10000,8594,8135,2876,1497
4,10000,8562,8122,2880,1524
5,10000,8891,8530,2938,2103
6,10000,8900,8502,2992,2145
