cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857013,0.000047,21.112123,140.747490
II,0.812001,0.000044,20.003276,133.355172
III,0.287990,0.000016,7.094497,47.296645
IV,0.152067,0.000008,3.746108,24.974054
