proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8022,7583,2982,1932
2,10000,8105,7625,3062,1978
3,10000,8435,7978,2733,1298
4,10000,8470,8032,2838,1333
5,10000,8709,8274,2930,1949
6,10000,8694,8259,2905,1946
