cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.845139,0.000663,298.391367,1989.275781
II,0.800341,0.000628,282.574496,1883.829975
III,0.278300,0.000218,98.258802,655.058678
IV,0.131500,0.000103,46.428553,309.523684
