proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7978,7499,2938,2004
2,10000,8150,7680,3117,2110
3,10000,8534,8130,2843,1418
4,10000,8524,8051,2926,1424
5,10000,8881,8500,2992,2106
6,10000,8822,8425,3024,2072
