cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852885,0.000398,179.084075,1193.893834
II,0.809211,0.000378,169.913605,1132.757367
III,0.288247,0.000134,60.524519,403.496793
IV,0.142140,0.000066,29.845876,198.972506
