proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8014,7526,2928,2065
2,10000,8159,7669,3043,2128
3,10000,8546,8139,2856,1531
4,10000,8571,8146,2995,1570
5,10000,8833,8458,3040,2188
6,10000,8880,8517,2979,2179
