cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858634,0.001416,637.366076,4249.107172
II,0.821552,0.001355,609.840437,4065.602913
III,0.265903,0.000439,197.380518,1315.870117
IV,0.158995,0.000262,118.022580,786.817201
