process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,10000,10000,10000,10000,10000,10000,440.126629,2934.177524
pass_cut_i_bjet,8145,8140,8516,8517,8846,8916,370.967555,2473.117031
pass_cut_ii_met,7685,7695,8126,8108,8476,8548,352.850639,2352.337595
pass_cut_iii_same_sign_dilepton,2962,3120,2822,2862,2914,2952,127.064475,847.096498
pass_cut_iv_mll,2067,2154,1482,1520,2153,2129,72.307416,482.049437
pass_cut_i_bjet_frac,0.814500,0.814000,0.851600,0.851700,0.884600,0.891600,0.842866,0.842866
pass_cut_ii_met_frac,0.768500,0.769500,0.812600,0.810800,0.847600,0.854800,0.801703,0.801703
pass_cut_iii_same_sign_dilepton_frac,0.296200,0.312000,0.282200,0.286200,0.291400,0.295200,0.288700,0.288700
pass_cut_iv_mll_frac,0.206700,0.215400,0.148200,0.152000,0.215300,0.212900,0.164288,0.164288
