cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.842866,0.000824,370.967555,2473.117031
II,0.801703,0.000784,352.850639,2352.337595
III,0.288700,0.000282,127.064475,847.096498
IV,0.164288,0.000161,72.307416,482.049437
