process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,438.907847,2926.052316
pass_cut_i_bjet,784,811,852,836,885,884,370.575470,2470.503134
pass_cut_ii_met,737,760,810,786,843,829,350.463021,2336.420142
pass_cut_iii_same_sign_dilepton,306,305,314,291,272,278,132.996610,886.644067
pass_cut_iv_mll,193,197,151,132,189,182,62.314876,415.432509
pass_cut_i_bjet_frac,0.784000,0.811000,0.852000,0.836000,0.885000,0.884000,0.844313,0.844313
pass_cut_ii_met_frac,0.737000,0.760000,0.810000,0.786000,0.843000,0.829000,0.798489,0.798489
pass_cut_iii_same_sign_dilepton_frac,0.306000,0.305000,0.314000,0.291000,0.272000,0.278000,0.303017,0.303017
pass_cut_iv_mll_frac,0.193000,0.197000,0.151000,0.132000,0.189000,0.182000,0.141977,0.141977
