cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844313,0.000824,370.575470,2470.503134
II,0.798489,0.000779,350.463021,2336.420142
III,0.303017,0.000296,132.996610,886.644067
IV,0.141977,0.000138,62.314876,415.432509
