cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846933,0.000461,207.428937,1382.859581
II,0.802251,0.000437,196.485549,1309.903660
III,0.286619,0.000156,70.198149,467.987658
IV,0.140611,0.000077,34.438045,229.586968
