cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847519,0.000010,4.625933,30.839552
II,0.806922,0.000010,4.404346,29.362306
III,0.284637,0.000003,1.553610,10.357400
IV,0.155454,0.000002,0.848498,5.656656
