cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.868059,0.000910,409.475754,2729.838357
II,0.839389,0.000880,395.951640,2639.677598
III,0.284967,0.000299,134.423197,896.154648
IV,0.171486,0.000180,80.892592,539.283945
