proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8141,7680,2982,2084
2,10000,8106,7656,3043,2124
3,10000,8591,8217,2778,1570
4,10000,8549,8173,2886,1634
5,10000,8880,8580,2810,2188
6,10000,8925,8616,2746,2109
