cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.826188,0.000040,17.893394,119.289294
II,0.783100,0.000038,16.960202,113.068016
III,0.295501,0.000014,6.399901,42.666008
IV,0.194826,0.000009,4.219501,28.130006
