proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8066,7595,2939,2041
2,10000,8188,7703,3120,2191
3,10000,8527,8135,2920,1534
4,10000,8548,8128,2951,1569
5,10000,8904,8554,2945,2164
6,10000,8839,8464,2894,2113
