cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844786,0.000023,10.210867,68.072447
II,0.802706,0.000022,9.702243,64.681622
III,0.295407,0.000008,3.570565,23.803766
IV,0.167158,0.000004,2.020423,13.469485
