proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7971,7468,2960,1966
2,10000,8099,7629,3134,2038
3,10000,8440,8010,2801,1385
4,10000,8524,8068,2874,1364
5,10000,8737,8297,2810,1943
6,10000,8809,8358,2988,2068
