cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847963,0.000413,185.965312,1239.768743
II,0.803729,0.000392,176.264244,1175.094961
III,0.283571,0.000138,62.189375,414.595833
IV,0.137532,0.000067,30.161934,201.079561
