proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8095,7617,2991,2080
2,10000,8133,7671,3037,2095
3,10000,8565,8148,2830,1523
4,10000,8602,8206,2910,1527
5,10000,8879,8545,2955,2142
6,10000,8861,8474,2863,2100
