cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852254,0.000376,169.270543,1128.470290
II,0.810740,0.000358,161.025354,1073.502363
III,0.288649,0.000127,57.330151,382.201008
IV,0.159678,0.000070,31.714382,211.429217
