cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.834545,0.000867,389.956046,2599.706975
II,0.793739,0.000824,370.888462,2472.589748
III,0.289196,0.000300,135.131920,900.879466
IV,0.133230,0.000138,62.253921,415.026140
