process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,10000,10000,10000,10000,10000,10000,193.275368,1288.502454
pass_cut_i_bjet,8101,8074,8522,8551,8862,8811,164.951974,1099.679829
pass_cut_ii_met,7665,7614,8130,8129,8432,8401,157.099930,1047.332870
pass_cut_iii_same_sign_dilepton,2992,3023,2962,2929,3001,2934,56.950110,379.667400
pass_cut_iv_mll,2074,2092,1498,1500,2077,2040,28.999442,193.329614
pass_cut_i_bjet_frac,0.810100,0.807400,0.852200,0.855100,0.886200,0.881100,0.853456,0.853456
pass_cut_ii_met_frac,0.766500,0.761400,0.813000,0.812900,0.843200,0.840100,0.812830,0.812830
pass_cut_iii_same_sign_dilepton_frac,0.299200,0.302300,0.296200,0.292900,0.300100,0.293400,0.294658,0.294658
pass_cut_iv_mll_frac,0.207400,0.209200,0.149800,0.150000,0.207700,0.204000,0.150042,0.150042
