cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853456,0.000367,164.951974,1099.679829
II,0.812830,0.000349,157.099930,1047.332870
III,0.294658,0.000127,56.950110,379.667400
IV,0.150042,0.000064,28.999442,193.329614
