cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.826467,0.001041,468.648809,3124.325392
II,0.778674,0.000981,441.547580,2943.650536
III,0.280301,0.000353,158.945124,1059.634161
IV,0.128571,0.000162,72.906179,486.041195
