proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8045,7570,2942,2063
2,10000,8238,7726,3070,2105
3,10000,8541,8151,2894,1480
4,10000,8471,8088,2867,1485
5,10000,8882,8505,3018,2192
6,10000,8913,8524,3056,2173
