cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848992,0.001588,714.808224,4765.388162
II,0.809812,0.001515,681.820622,4545.470813
III,0.288709,0.000540,243.078222,1620.521481
IV,0.151140,0.000283,127.252321,848.348807
