cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847652,0.000023,10.264002,68.426678
II,0.806355,0.000022,9.763942,65.092945
III,0.297519,0.000008,3.602587,24.017245
IV,0.169118,0.000005,2.047812,13.652078
