cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851895,0.000168,75.532099,503.547324
II,0.808906,0.000159,71.720547,478.136981
III,0.290013,0.000057,25.713641,171.424276
IV,0.147347,0.000029,13.064323,87.095485
