proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8083,7600,2978,2087
2,10000,8105,7602,3047,2120
3,10000,8542,8128,2900,1495
4,10000,8498,8051,2899,1442
5,10000,8849,8446,2919,2107
6,10000,8869,8465,2977,2118
