cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.843225,0.000037,16.651848,111.012320
II,0.800717,0.000035,15.812406,105.416039
III,0.286919,0.000013,5.666014,37.773427
IV,0.168948,0.000007,3.336356,22.242373
