proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8108,7633,3051,2081
2,10000,8071,7587,3060,2052
3,10000,8513,8065,2865,1411
4,10000,8531,8094,2907,1436
5,10000,8776,8354,2946,2024
6,10000,8780,8359,2846,2016
