cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852130,0.000336,151.416958,1009.446384
II,0.807849,0.000319,143.548432,956.989550
III,0.288493,0.000114,51.263042,341.753614
IV,0.142313,0.000056,25.287862,168.585747
