proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8082,7558,3019,1925
2,10000,8110,7630,3042,1875
3,10000,8321,7883,2796,1251
4,10000,8395,7941,2766,1256
5,10000,8611,8181,2807,1852
6,10000,8622,8172,2770,1773
