cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.863611,0.000774,348.105334,2320.702228
II,0.833304,0.000746,335.889304,2239.262026
III,0.285176,0.000255,114.948989,766.326597
IV,0.198854,0.000178,80.154467,534.363114
