cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858515,0.001525,686.057859,4573.719062
II,0.814399,0.001446,650.804300,4338.695335
III,0.284300,0.000505,227.190560,1514.603733
IV,0.136216,0.000242,108.853037,725.686913
