cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.879655,0.000776,349.225922,2328.172812
II,0.853554,0.000753,338.863820,2259.092136
III,0.279222,0.000246,110.852240,739.014934
IV,0.195859,0.000173,77.756562,518.377077
