cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839635,0.001002,450.801352,3005.342344
II,0.800324,0.000955,429.695266,2864.635104
III,0.289064,0.000345,155.199011,1034.660072
IV,0.133039,0.000159,71.428990,476.193267
