proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8136,7651,2992,2057
2,10000,8218,7742,3007,2073
3,10000,8440,7999,2818,1394
4,10000,8522,8077,2852,1442
5,10000,8837,8424,2911,2040
6,10000,8824,8427,2903,2037
