cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.843435,0.001062,477.970178,3186.467852
II,0.799959,0.001007,453.332402,3022.216011
III,0.276027,0.000348,156.422902,1042.819347
IV,0.123882,0.000156,70.203051,468.020342
