process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,566.694519,3777.963459
pass_cut_i_bjet,806,805,835,853,848,846,477.970178,3186.467852
pass_cut_ii_met,755,753,792,809,804,801,453.332402,3022.216011
pass_cut_iii_same_sign_dilepton,302,304,284,267,299,292,156.422902,1042.819347
pass_cut_iv_mll,207,198,121,127,188,178,70.203051,468.020342
pass_cut_i_bjet_frac,0.806000,0.805000,0.835000,0.853000,0.848000,0.846000,0.843435,0.843435
pass_cut_ii_met_frac,0.755000,0.753000,0.792000,0.809000,0.804000,0.801000,0.799959,0.799959
pass_cut_iii_same_sign_dilepton_frac,0.302000,0.304000,0.284000,0.267000,0.299000,0.292000,0.276027,0.276027
pass_cut_iv_mll_frac,0.207000,0.198000,0.121000,0.127000,0.188000,0.178000,0.123882,0.123882
