cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851682,0.000931,419.122267,2794.148450
II,0.803093,0.000878,395.211306,2634.742038
III,0.275027,0.000301,135.344163,902.294417
IV,0.128649,0.000141,63.309534,422.063561
