cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.864778,0.000625,281.066654,1873.777695
II,0.843415,0.000609,274.123428,1827.489519
III,0.237691,0.000172,77.253528,515.023521
IV,0.184422,0.000133,59.940064,399.600425
