mass,run_name,cross_section_pb,cross_section_error_pb,status,return_code,note
200,run_214,1.0113,0.0018828,ok,0,
225,run_215,0.98531,0.0016669,ok,0,
250,run_216,0.99544,0.0015187,ok,0,
275,run_217,1.0649,0.0016954,ok,0,
300,run_218,1.2609,0.0022986,ok,0,
325,run_219,1.8791,0.0039214,ok,0,
350,run_220,0.65328,0.0013705,ok,0,
375,run_221,0.37953,0.00073521,ok,0,
400,run_222,0.29858,0.00068494,ok,0,
425,run_223,0.24849,0.00062485,ok,0,
450,run_224,0.21293,0.00051338,ok,0,
475,run_225,0.18527,0.00035013,ok,0,
500,run_226,0.1627,0.00030636,ok,0,
525,run_227,0.14434,0.00024163,ok,0,
550,run_228,0.12864,0.00027,ok,0,
575,run_229,0.11536,0.00031462,ok,0,
600,run_230,0.10354,0.00027556,ok,0,
625,run_231,0.093192,0.00018114,ok,0,
650,run_232,0.084288,0.00015052,ok,0,
675,run_233,0.076758,0.00015709,ok,0,
700,run_234,0.070078,0.00016026,ok,0,
725,run_235,0.063776,0.00013682,ok,0,
750,run_236,0.058228,0.00012084,ok,0,
775,run_237,0.053535,0.00012768,ok,0,
800,run_238,0.048917,0.00010907,ok,0,
825,run_239,0.045183,0.00012877,ok,0,
850,run_240,0.041448,0.0001155,ok,0,
875,run_241,0.038555,8.1613e-05,ok,0,
900,run_242,0.035594,7.4195e-05,ok,0,
925,run_243,0.032996,9.2318e-05,ok,0,
950,run_244,0.030575,8.6877e-05,ok,0,
975,run_245,0.028436,9.0527e-05,ok,0,
1000,run_246,0.026428,7.6224e-05,ok,0,
1025,run_247,0.024717,5.8825e-05,ok,0,
1050,run_248,0.023106,5.7798e-05,ok,0,
1075,run_249,0.021569,6.2988e-05,ok,0,
1100,run_250,0.020221,5.8534e-05,ok,0,
1125,run_251,0.018911,6.4326e-05,ok,0,
1150,run_252,0.017682,4.1019e-05,ok,0,
1175,run_253,0.016536,4.7715e-05,ok,0,
1200,run_254,0.015543,4.2187e-05,ok,0,
1225,run_255,0.014554,3.9733e-05,ok,0,
1250,run_256,0.01376,4.2473e-05,ok,0,
1275,run_257,0.012933,3.6431e-05,ok,0,
1300,run_258,0.012203,3.9473e-05,ok,0,
1325,run_259,0.011533,3.2313e-05,ok,0,
1350,run_260,0.010893,4.2511e-05,ok,0,
1375,run_261,0.010284,3.4572e-05,ok,0,
1400,run_262,0.009751,2.2888e-05,ok,0,
