mass,run_name,cross_section_pb,cross_section_error_pb,status,return_code,note
200,run_01,0.016182,2.1623e-05,ok,0,
225,run_02,0.015772,2.0508e-05,ok,0,
250,run_03,0.015757,2.5111e-05,ok,0,
275,run_04,0.016072,2.0726e-05,ok,0,
300,run_05,0.016289,1.9585e-05,ok,0,
325,run_06,0.015919,2.8177e-05,ok,0,
350,run_07,0.014803,3.0154e-05,ok,0,
375,run_08,0.013289,2.0091e-05,ok,0,
400,run_09,0.011727,1.4465e-05,ok,0,
425,run_10,0.010282,1.4169e-05,ok,0,
450,run_11,0.0089533,1.3445e-05,ok,0,
475,run_12,0.0078026,1.2807e-05,ok,0,
500,run_13,0.0068091,8.2849e-06,ok,0,
525,run_14,0.0059745,8.3103e-06,ok,0,
550,run_15,0.0052335,7.8991e-06,ok,0,
575,run_16,0.0046158,7.9307e-06,ok,0,
600,run_17,0.00406,6.8021e-06,ok,0,
625,run_18,0.0036158,6.8883e-06,ok,0,
650,run_19,0.0032201,7.1371e-06,ok,0,
675,run_20,0.0028652,6.1839e-06,ok,0,
700,run_21,0.0025568,3.847e-06,ok,0,
725,run_22,0.0022827,4.5039e-06,ok,0,
750,run_23,0.0020572,3.0937e-06,ok,0,
775,run_24,0.0018556,3.3634e-06,ok,0,
800,run_25,0.0016779,4.0489e-06,ok,0,
825,run_26,0.0015208,2.4074e-06,ok,0,
850,run_27,0.0013799,2.6419e-06,ok,0,
875,run_28,0.0012554,2.227e-06,ok,0,
900,run_29,0.0011439,2.852e-06,ok,0,
925,run_30,0.0010436,1.9996e-06,ok,0,
950,run_31,0.0009559,1.6792e-06,ok,0,
975,run_32,0.00087569,1.882e-06,ok,0,
1000,run_33,0.00080255,1.6051e-06,ok,0,
1025,run_34,0.00074005,1.5048e-06,ok,0,
1050,run_35,0.00067873,1.5227e-06,ok,0,
1075,run_36,0.00062699,1.1647e-06,ok,0,
1100,run_37,0.00057953,1.4878e-06,ok,0,
1125,run_38,0.00053835,1.1227e-06,ok,0,
1150,run_39,0.00049788,1.1029e-06,ok,0,
1175,run_40,0.00046083,1.0502e-06,ok,0,
1200,run_41,0.00042684,1.1001e-06,ok,0,
1225,run_42,0.00039769,9.9169e-07,ok,0,
1250,run_43,0.00037147,9.2311e-07,ok,0,
1275,run_44,0.00034594,6.5078e-07,ok,0,
1300,run_45,0.00032192,7.7076e-07,ok,0,
1325,run_46,0.00030156,7.0869e-07,ok,0,
1350,run_47,0.00028121,7.2768e-07,ok,0,
1375,run_48,0.00026375,6.8237e-07,ok,0,
1400,run_49,0.00024619,6.5715e-07,ok,0,
