cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.820656,0.000609,273.904663,1826.031084
II,0.782593,0.000580,261.200858,1741.339053
III,0.277438,0.000206,92.598646,617.324308
IV,0.116730,0.000087,38.960235,259.734903
