proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8162,7651,2940,2015
2,10000,8120,7631,3072,2064
3,10000,8570,8121,2815,1494
4,10000,8618,8212,2950,1554
5,10000,8889,8523,2951,2132
6,10000,8927,8536,2950,2183
