cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854284,0.000321,144.557235,963.714901
II,0.810622,0.000305,137.168980,914.459866
III,0.289254,0.000109,48.945896,326.305971
IV,0.157945,0.000059,26.726544,178.176961
