cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840341,0.000670,301.618564,2010.790428
II,0.797673,0.000636,286.303981,1908.693203
III,0.286833,0.000229,102.951270,686.341797
IV,0.162955,0.000130,58.488565,389.923765
