process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,358.923991,2392.826606
pass_cut_i_bjet,795,805,845,857,871,881,301.618564,2010.790428
pass_cut_ii_met,734,761,804,818,838,848,286.303981,1908.693203
pass_cut_iii_same_sign_dilepton,292,312,267,301,285,291,102.951270,686.341797
pass_cut_iv_mll,201,218,146,157,209,208,58.488565,389.923765
pass_cut_i_bjet_frac,0.795000,0.805000,0.845000,0.857000,0.871000,0.881000,0.840341,0.840341
pass_cut_ii_met_frac,0.734000,0.761000,0.804000,0.818000,0.838000,0.848000,0.797673,0.797673
pass_cut_iii_same_sign_dilepton_frac,0.292000,0.312000,0.267000,0.301000,0.285000,0.291000,0.286833,0.286833
pass_cut_iv_mll_frac,0.201000,0.218000,0.146000,0.157000,0.209000,0.208000,0.162955,0.162955
