proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8102,7681,3020,2166
2,10000,8151,7681,2980,2089
3,10000,8596,8189,2965,1589
4,10000,8562,8193,2952,1593
5,10000,8870,8508,2909,2173
6,10000,8900,8588,2918,2164
