cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856885,0.000526,236.876587,1579.177248
II,0.836838,0.000514,231.334906,1542.232705
III,0.253337,0.000156,70.032248,466.881656
IV,0.190476,0.000117,52.654940,351.032930
